Mineral_Name,anions_real,Formula
Vesuvianite,O;OHx9,Ca_19_Fe^3+^Al_4_(Al_6_Mg_2_)([box]_4_)[box][Si_2_O_7_]_4_[(SiO_4_)_10_]O(OH)_9_
Wiluite,O;(O + OH)=9,"Ca_19_MgAl_4_(Al,Mg)_8_(B,[box])_4_[box][Si_2_O_7_]_4_[(SiO_4_)_10_]O(O,OH)_9_"
Beryllium vesuvianite,O;OHx9,"Ca_19_Fe^3+^Al_4_(Al_6_Mg_2_)([box]_4_)[box][(Si,Be)_2_O_7_]_4_[(SiO_4_)_10_]O(OH)_9_"
Cerian Vesuvianite,O;OHx9,"(Ca,Ce^3+^)_19_Fe^3+^Al_4_(Al_6_Mg_2_)([box]_4_)[box][Si_2_O_7_]_4_[(SiO_4_)_10_]O(OH)_9_"
Chrome-Vesuvianite,O;OHx9,"Ca_19_Fe^3+^Al_4_(Al,Cr^3+^)_6_Mg_2_([box]_4_)[box][Si_2_O_7_]_4_[(SiO_4_)_10_]O(OH)_9_"
Duparcite,(OH + F + O)=10,"(Ca,Na,[box])_19_(Al,Mg,Fe^3+^)_13_([box],B,Al,Fe^3+^)_5_(Si_2_O_7_)_4_(SiO_4_)_10_(OH,F,O)_10_"
Frugardite,(OH + F + O)=10,"(Ca,Na,[box])_19_(Al,Mg,Fe^3+^)_13_([box],B,Al,Fe^3+^)_5_(Si_2_O_7_)_4_(SiO_4_)_10_(OH,F,O)_10_"
High-Hydrated Si-Deficient Vesuvianite,OHx4x;(O + OH + F + Cl)=10,"Ca_19_(Al_9_Mg_3_Fe_0.8-1_Mn_0-0.2_)_13_B_<2.44_(Si_2_O_7_)_4_(SiO_4_)_10-x_(OH)_4x_(O,OH,F,Cl)_10_ (x=0.67 - 2.89)"
Manganoan Vesuvianite,O;OHx9,"Ca_19_Fe^3+^Al_4_Al_6_(Mg,Mn^2+^)_2_([box]_4_)[box][Si_2_O_7_]_4_[(SiO_4_)_10_]O(OH)_9_"
Xanthite,O;OHx9,"(Ca,Mn^2+^)_19_Fe^3+^Al_4_(Al_6_Mg_2_)([box]_4_)[box][Si_2_O_7_]_4_[(SiO_4_)_10_]O(OH)_9_"
Vyuntspakhkite-(Y),O,"(Y,Yb)_4_Al_2.5-1.5_(Si,Al)_1.5-2.5_(SiO_4_)_4_O(OH)_7_"
Dellaite,OHx2,Ca_6_(Si_2_O_7_)(SiO_4_)(OH)_2_
Alnaperbøeite-(Ce),O;OHx2,(CaCe^3+^_2.5_Na_0.5_)Al_4_(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_
Ferriperbøeite-(Ce),O;OHx2,(CaCe^3+^_3_)(Fe^3+^Al_2_Fe^2+^)(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_
Ferriperbøeite-(La),O;OHx2,(CaLa_3_)(Fe^3+^Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]_3_O(OH)_2_
Gatelite-(Ce),(O + F + OH)=3,"(Ca,Ce^3+^)_4_(Al,Mg,Fe^2+^)_4_(Si_2_O_7_)(SiO_4_)_3_(O,F,OH)_3_"
Perbøeite-(Ce),O;OHx2,(CaCe^3+^_3_)(Al_3_Fe^2+^)(Si_2_O_7_)(SiO_4_)_3_O(OH)_2_
Perbøeite-(La),O;OHx2,(CaLa_3_)(Al_3_Fe^2+^)[Si_2_O_7_][SiO_4_]_3_O(OH)_2_
Västmanlandite-(Ce),F;OHx2,Ce^3+^_3_CaMg_2_Al_2_(Si_2_O_7_)(SiO_4_)_3_(OH)_2_F
Radekškodaite-(Ce),O;OHx3,(CaCe^3+^_5_)(Al_4_Fe^2+^)[Si_2_O_7_][SiO_4_]_5_O(OH)_3_
Radekškodaite-(La),O;OHx3,(CaLa_5_)(Al_4_Fe^2+^)[Si_2_O_7_][SiO_4_]_5_O(OH)_3_
Aminoffite,OHx2,Ca_3_(BeOH)_2_Si_3_O_10_
Kinoite,,Ca_2_Cu^2+^_2_Si_3_O_10_·2H_2_O
Akatoreite,,Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_
Bunnoite,OHx2,Mn^2+^_6_AlSi_6_O_18_(OH)_3_
Fencooperite,Cl x 3;CO_3_ x 2;O,Ba_6_Fe^3+^_3_Si_8_O_23_(CO_3_)_2_Cl_3_·H_2_O
Orientite,OHx10,Ca_8_Mn^3+^_10_(SiO_4_)_3_(Si_3_O_10_)_3_(OH)_10_·4H_2_O
Rosenhahnite,,Ca_3_Si_3_O_8_(OH)_2_
Trabzonite,,Ca_4_Si_3_O_9_(OH)_2_
Thalénite-(Y),F,Y_3_Si_3_O_10_F
Tiragalloite,,Mn^2+^_4_As^5+^Si_3_O_12_(OH)
Arsenmedaite,,Mn^2+^_6_As^5+^Si_5_O_18_(OH)
Medaite,,Mn^2+^_6_V^5+^Si_5_O_18_(OH)
Ruizite,OHx2,Ca_2_Mn^3+^_2_Si_4_O_11_(OH)_4_·2H_2_O
Strontioruizite,OHx2,Sr_2_Mn^3+^_2_Si_4_O_11_(OH)_4_·2H_2_O
Taniajacoite,OHx2,SrCaMn^3+^_2_Si_4_O_11_(OH)_4_·2H_2_O
Alpeite,(V^5+^O_4_);OHx6,Ca_4_Mn^3+^_2_Al_2_(Mn^3+^Mg)(SiO_4_)_2_(Si_3_O_10_)(V^5+^O_4_)(OH)_6_
Ardennite-(As),(AsO_4_);OHx6,Mn^2+^_4_Al_4_(AlMg)(As^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_
Ardennite-(V),(V^5+^O_4_);OHx6,Mn^2+^_4_Al_4_(AlMg)(V^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_
Kannanite,(V^5+^O_4_);OHx6,Ca_4_Al_4_(MgAl)(V^5+^O_4_)(SiO_4_)_2_(Si_3_O_10_)(OH)_6_
Kilchoanite,,Ca_6_(SiO_4_)(Si_3_O_10_)
Kornerupine,O x 21,"(Mg,Fe^2+^)_4_Al_6_(Si,Al,B)_5_O_21_(OH)"
